"Country","Year","CO2_emission","Continent","Population","avgT","GDP","energy_consumption"
"Samoa",1980,952640,"Oceania",164905,26.72,"",0.438610882
"Samoa",1990,1722080,"Oceania",168186,26.86,"125766269.8",0.595632672
"Samoa",2000,2898224,"Oceania",184008,26.84,"258856138.7",0.929491222
"Samoa",2010,4569008,"Oceania",194672,27.16,"663161528",1.26552701
"Samoa",2015,5569280,"Oceania",203571,27.18,"788307315",1.397460103
"Sao Tome and Principe",1970,179536,"Africa",77583,26.08,"",0.0
"Sao Tome and Principe",1980,417696,"Africa",97210,26.18,"",0.140407041
"Sao Tome and Principe",1990,916000,"Africa",120343,26.14,"",0.280351907
"Sao Tome and Principe",2000,1392320,"Africa",143714,26.19,"",0.292068094
"Sao Tome and Principe",2010,2161760,"Africa",182138,26.77,"196652514",0.562887907
"Sao Tome and Principe",2015,2737008,"Africa",201124,26.53,"316066072",0.643671095
"Saudi Arabia",1970,309762401,"Asia",6106191,25.98,"5377268848",262.8554382
"Saudi Arabia",1980,1358616944,"Asia",10171710,26.12,"1.64542E+11",419.9163208
"Saudi Arabia",1990,3189808776,"Asia",16004763,26.02,"1.1763E+11",928.3370361
"Saudi Arabia",2000,5929403156,"Asia",21547390,26.64,"1.89515E+11",1334.879639
"Saudi Arabia",2010,9902341655,"Asia",29411929,27.53,"528207000000",2426.722412
"Saudi Arabia",2015,12788069175,"Asia",32749848,27.74,"654270000000",3018.136475
"Senegal",1970,10982135,"Africa",4367744,28.57,"1297407829",0.0
"Senegal",1980,32613286,"Africa",5703869,28.55,"4510107330",10.2455349
"Senegal",1990,62048309,"Africa",7536001,28.51,"7390967035",10.63901329
"Senegal",2000,97341686,"Africa",9704287,28.53,"6013184809",19.90743256
"Senegal",2010,147886640,"Africa",12530121,29.3,"16121314671",26.85927773
"Senegal",2015,189490051,"Africa",14356181,29.3,"17774766636",37.07622528
"Serbia",1970,438644807,"Europe",7193533,10.06,"",0.0
"Serbia",1980,820184308,"Europe",7777010,9.36,"",0.0
"Serbia",1990,1343035142,"Europe",7987529,11.2,"",0.0
"Serbia",2000,1760711336,"Europe",7935022,11.79,"6875845987",0.0
"Serbia",2010,2288999306,"Europe",7653748,10.99,"41819468692",200.6211395
"Serbia",2015,2507161908,"Europe",7519496,12.84,"39655958843",187.7229156
"Seychelles",1970,80608,"Africa",54379,27.07,"18432031.36",0.0
"Seychelles",1980,776768,"Africa",65290,27.04,"147357222.8",0.939176679
"Seychelles",1990,2257024,"Africa",71057,27.22,"368584758.9",1.804972649
"Seychelles",2000,4601984,"Africa",80060,27.18,"614879764.8",3.760955811
"Seychelles",2010,8471168,"Africa",92409,27.74,"969940010",4.193400383
"Seychelles",2015,10658576,"Africa",99240,27.45,"1415998663",4.535706043
"Sierra Leone",1970,7064192,"Africa",2778557,26.4,"434410373.8",0.0
"Sierra Leone",1980,13087808,"Africa",3367477,26.49,"1100685845",3.138866425
"Sierra Leone",1990,18821968,"Africa",4325388,26.55,"649644826.8",4.277035236
"Sierra Leone",2000,21921712,"Africa",4584067,26.55,"635874002.2",1.876111746
"Sierra Leone",2010,26952384,"Africa",6436698,27.18,"2578026297",2.949768305
"Sierra Leone",2015,31488416,"Africa",7314773,26.95,"4218723875",4.334944248
"Singapore",1970,77889665,"Asia",2061831,26.85,"1920586698",87.20537567
"Singapore",1980,337132186,"Asia",2400729,26.96,"11896256783",111.5711594
"Singapore",1990,674715073,"Asia",3022209,27.13,"36144336769",273.1036072
"Singapore",2000,1166442078,"Asia",4053602,27.1,"96074477958",443.0144348
"Singapore",2010,1690353794,"Asia",5163590,27.6,"239809000000",797.8763428
"Slovenia",1970,124468723,"Europe",1741286,9.54,"",0.0
"Slovenia",1980,236699154,"Europe",1901570,9.05,"",0.0
"Slovenia",1990,387669787,"Europe",1986024,10.73,"",69.29792786
"Slovenia",2000,538686173,"Europe",1984339,11.59,"20289627637",78.62626648
"Slovenia",2010,706680045,"Europe",2057286,10.19,"48208240226",86.66013336
"Slovenia",2015,781020037,"Europe",2080862,11.74,"43107506024",74.82730865
"Solomon Islands",1970,337088,"Oceania",172833,26.73,"",0.0
"Solomon Islands",1980,1047904,"Oceania",233668,26.94,"182852054.2",0.43183884
"Solomon Islands",1990,2520832,"Oceania",324171,27.26,"214877638.4",0.703974247
"Solomon Islands",2000,4444432,"Oceania",429978,27.26,"419845231.8",1.056266427
"Solomon Islands",2010,7284032,"Oceania",540394,27.59,"846767636",1.556492805
"Solomon Islands",2015,8973136,"Oceania",612660,27.21,"1307082934",1.388433695
"South Africa",1970,3580190666,"Africa",22368306,17.72,"21218391522",421.4778748
"South Africa",1980,5496529344,"Africa",29463549,17.61,"89411894561",645.8641968
"South Africa",1990,8621175764,"Africa",39877570,17.73,"1.26048E+11",1029.668945
"South Africa",2000,12148799925,"Africa",46813266,17.59,"1.51753E+11",1185.383179
"South Africa",2010,16521105019,"Africa",51784921,18.3,"417365000000",1462.798706
"South Africa",2015,18843258345,"Africa",55876504,17.33,"346710000000",1415.295898
"South Korea",1970,385613453,"Asia",32601143,11.71,"9005023184",167.4657898
"South Korea",1980,1313667415,"Asia",38170501,11.26,"65398646758",454.0319214
"South Korea",1990,3119547525,"Asia",44120039,13.23,"2.83368E+11",1066.036621
"South Korea",2000,6861294528,"Asia",46788591,12.58,"5.76178E+11",2245.912842
"South Korea",2010,11968354587,"Asia",48813042,12.64,"1144070000000",3045.098877
"South Korea",2015,15123440479,"Asia",50994401,13.76,"1465770000000",3332.722168
"Spain",1970,2387668187,"Europe",33792617,13.72,"40992995008",528.7605591
"Spain",1980,4178267023,"Europe",37491666,13.6,"2.32767E+11",887.0161743
"Spain",1990,6226153686,"Europe",38889889,14.76,"5.36559E+11",1068.754517
"Spain",2000,8888565509,"Europe",40741651,14.47,"5.98363E+11",1527.636963
"Spain",2010,12244624388,"Europe",46572772,14.25,"1422110000000",1709.882324
"Spain",2015,13587806073,"Europe",46431342,14.86,"1195600000000",1574.96228
"Sri Lanka",1970,49726044,"Asia",12388769,27.21,"2296470588",19.76358032
"Sri Lanka",1980,82306928,"Asia",14943645,27.65,"4024621900",23.01342583
"Sri Lanka",1990,121824639,"Asia",17204094,27.53,"8032551173",29.8869915
"Sri Lanka",2000,188171638,"Asia",18776371,27.47,"16330814180",53.54662323
"Sri Lanka",2010,306409030,"Asia",20668557,27.88,"56725749222",69.61589813
"Sri Lanka",2015,389293610,"Asia",21336697,28.18,"80604080689",95.52290344
"Sudan",1970,34339411,"Africa",11305206,27.08,"2437666667",0.0
"Sudan",1980,74652093,"Africa",16673586,27.68,"8951800000",15.19894218
"Sudan",1990,111547925,"Africa",21090886,27.64,"33641222222",18.6283493
"Sudan",2000,153391391,"Africa",26298773,27.46,"12257418326",31.09944725
"Sudan",2010,261518904,"Africa",33739933,28.65,"74151186600",87.87111664
"Sudan",2015,343057395,"Africa",38171178,28.57,"84985132167",90.99023438
"Suriname",1970,13369936,"South America",379918,26.52,"274900000",0.0
"Suriname",1980,33502704,"South America",375112,26.76,"795000000",11.435709
"Suriname",1990,50898266,"South America",412756,26.68,"388400000",10.05649662
"Suriname",2000,71698970,"South America",478998,26.59,"947671969.7",8.362971306
"Suriname",2010,90124236,"South America",546080,27.41,"4368398048",13.78025436
"Suriname",2015,103194295,"South America",575475,26.96,"5126291451",10.52755928
"Sweden",1970,2002672803,"Europe",8027702,1.85,"38092452061",486.528656
"Sweden",1980,2829797376,"Europe",8311763,1.88,"1.42092E+11",641.0288696
"Sweden",1990,3431411759,"Europe",8548406,4.5,"2.61846E+11",682.3115845
"Sweden",2000,4014500371,"Europe",8871043,4.42,"2.62835E+11",639.4699097
"Sweden",2010,4552257184,"Europe",9381729,1.66,"495813000000",621.6394043
"Sweden",2015,4780432845,"Europe",9849349,4.2,"505104000000",629.0020752
"Switzerland",1970,930700617,"Europe",6181227,6.82,"",249.0656738
"Switzerland",1980,1346186939,"Europe",6319113,6.54,"1.22661E+11",307.226532
"Switzerland",1990,1747203583,"Europe",6711693,8.26,"2.65987E+11",331.6253967
"Switzerland",2000,2188848011,"Europe",7182059,8.56,"2.79841E+11",364.3362732
"Switzerland",2010,2635113846,"Europe",7822435,7.23,"603434000000",349.780304
"Switzerland",2015,2839501827,"Europe",8281732,8.18,"702150000000",336.0969543
"Tajikistan",1970,139334095,"Asia",2993019,4.87,"",0.0
"Tajikistan",1980,242345660,"Asia",4045965,5.14,"",0.0
"Tajikistan",1990,365773224,"Asia",5417860,5.2,"2631768953",0.0
"Tajikistan",2000,405041376,"Asia",6272998,5.39,"860521119.3",58.80970383
"Tajikistan",2010,430035734,"Asia",7621779,5.56,"5642178580",57.19694138
"Tajikistan",2015,448119179,"Asia",8524063,6.56,"8271454301",63.24625015
"Tanzania",1970,19654570,"Africa",13618192,22.37,"",0.0
"Tanzania",1980,42975698,"Africa",19297659,22.65,"",11.0413866
"Tanzania",1990,65302706,"Africa",26206012,22.71,"4258743263",15.96526623
"Tanzania",2000,89521188,"Africa",34463704,22.79,"13375976354",17.48687172
"Tanzania",2010,139528759,"Africa",45110527,23.27,"32014249841",38.17411423
"Tanzania",2015,186789771,"Africa",52542823,22.77,"47378599025",52.43766785
"Thailand",1970,123776954,"Asia",35791728,26.4,"7086538438",67.27355194
"Thailand",1980,410076586,"Asia",45737753,26.81,"32353440727",145.3614349
"Thailand",1990,958865093,"Asia",55228410,26.59,"85343063966",357.6629333
"Thailand",2000,2415558235,"Asia",63066603,26.3,"1.26392E+11",741.9501343
"Thailand",2010,4609523027,"Asia",68270489,27.39,"341105000000",1222.371826
"Thailand",2015,5989336794,"Asia",70294397,27.86,"401296000000",1423.437744
"Togo",1970,2092144,"Africa",2197383,27.26,"253976626.2",0.0
"Togo",1980,7241010,"Africa",2838110,27.27,"1136408814",2.802639484
"Togo",1990,15480774,"Africa",3875947,27.52,"1628427515",2.976620197
"Togo",2000,27427233,"Africa",5008035,27.44,"1491891108",4.743121624
"Togo",2010,45055440,"Africa",6571855,28.06,"3429461495",11.55533123
"Togo",2015,54825143,"Africa",7473229,27.72,"4180866177",6.194989681
"Tonga",1970,216176,"Oceania",86484,23.68,"",0.0
"Tonga",1980,512960,"Oceania",96708,23.51,"53260077.43",0.123421863
"Tonga",1990,1066224,"Oceania",98727,23.64,"113563821.6",0.392834902
"Tonga",2000,1971232,"Oceania",102603,24.03,"204849612.6",0.438167542
"Tonga",2010,3114400,"Oceania",107383,24.11,"366840012",0.534206629
"Tonga",2015,3671328,"Oceania",106122,24.29,"437006227",0.559965074
"Trinidad and Tobago",1970,268405841,"North America",988890,26.46,"821850000",44.680580140000004
"Trinidad and Tobago",1980,394791370,"North America",1127852,26.68,"6235833333",47.95025253
"Trinidad and Tobago",1990,568705224,"North America",1266518,26.66,"5068000000",69.5999527
"Trinidad and Tobago",2000,763405817,"North America",1332203,26.63,"8154338233",118.8354187
"Trinidad and Tobago",2010,1144259491,"North America",1410296,27.55,"22157948396",233.8702393
"Trinidad and Tobago",2015,1373197409,"North America",1460177,27.09,"25191551350",222.302887
"Tunisia",1970,45605355,"Africa",5047404,20.1,"1439238095",0.0
"Tunisia",1980,108583692,"Africa",6578156,19.5,"8744134354",37.69141006
"Tunisia",1990,224785001,"Africa",8440023,20.93,"12290568182",58.76145172
"Tunisia",2000,391643359,"Africa",9893316,21.14,"21473261837",89.0777359
"Tunisia",2010,619910731,"Africa",10895063,21.61,"46206091938",88.80234528
"Tunisia",2015,755772222,"Africa",11557779,21.89,"45780128467",112.222084
"Uganda",1970,10274379,"Africa",10317212,23.05,"1260084034",0.0
"Uganda",1980,20364666,"Africa",13284026,23.63,"1244610000",4.679567814
"Uganda",1990,27141936,"Africa",17586630,23.27,"4304398866",5.71000576
"Uganda",2000,37055040,"Africa",24020697,23.56,"6193246837",10.35161495
"Uganda",2010,59498928,"Africa",32341728,23.92,"26673441667",19.99497604
"Uganda",2015,79319750,"Africa",37477356,24.02,"32387183845",26.90833664
"Ukraine",1970,7936874995,"Europe",47279086,8.15,"",0.0
"Ukraine",1980,13771391954,"Europe",49973920,6.9,"",0.0
"Ukraine",1990,20802665876,"Europe",51589817,9.4,"81393558423",3194.697266
"Ukraine",2000,24947364744,"Europe",48879755,9.32,"32375280321",1585.456543
"Ukraine",2010,28043034658,"Europe",45683020,9.45,"141210000000",1426.914673
"Ukraine",2015,29433544289,"Europe",44982564,10.91,"91030959455",1003.407898
"United Arab Emirates",1970,38039648,"Asia",298084,28.26,"",9.60559082
"United Arab Emirates",1980,372085277,"Asia",1014048,28.3,"43598748449",108.1564178
"United Arab Emirates",1990,825099563,"Asia",1900151,28.26,"50701443748",344.9526978
"United Arab Emirates",2000,1563601791,"Asia",3275333,28.88,"1.04337E+11",535.7819214
"United Arab Emirates",2010,2834881711,"Asia",8481771,29.67,"289787000000",972.4916992
"United Arab Emirates",2015,3853321735,"Asia",8916899,29.37,"358135000000",1230.963135
"United Kingdom",1970,50847980231,"Europe",55650166,8.67,"1.30672E+11",2551.042969
"United Kingdom",1980,57067551932,"Europe",56326328,8.64,"5.64948E+11",2381.125488
"United Kingdom",1990,62703002706,"Europe",57210442,9.67,"1.09317E+12",2508.393555
"United Kingdom",2000,68470975750,"Europe",58850043,9.38,"1.66213E+12",2664.496582
"United Kingdom",2010,73998525977,"Europe",62760039,8.39,"2491110000000",2489.401855
"United Kingdom",2015,76293764798,"Europe",65224364,9.0,"2956570000000",2276.858643
"United States",1970,154000000000,"North America",200328340,8.67,"1.0733E+12",18205.83984
"United States",1980,202000000000,"North America",223140018,9.14,"2.85731E+12",20751.95898
"United States",1990,249000000000,"North America",248083732,9.52,"5.96314E+12",22606.61328
"United States",2000,304000000000,"North America",282398554,9.65,"1.02509E+13",26545.42578
"United States",2010,364000000000,"North America",311182845,9.51,"15049000000000",25951.86523
"United States",2015,391000000000,"North America",324607776,11.3,"18206000000000",25747.0332
"Uruguay",1970,91136572,"South America",2790265,17.58,"2137096774",0.0
"Uruguay",1980,149752907,"South America",2953750,18.06,"10163020116",31.648548130000002
"Uruguay",1990,190801563,"South America",3117012,17.7,"9298839655",39.43112564
"Uruguay",2000,242006768,"South America",3292224,17.76,"22823255802",48.0713501
"Uruguay",2010,302404303,"South America",3352651,17.92,"40284481652",61.30250549
"Uruguay",2015,339550899,"South America",3402818,16.75,"53274304222",66.64479828
"Uzbekistan",1970,1092013298,"Asia",12011361,12.98,"",0.0
"Uzbekistan",1980,1905253093,"Asia",15947129,13.03,"",0.0
"Uzbekistan",1990,2907464395,"Asia",20579100,13.46,"13360607918",520.9085083
"Uzbekistan",2000,4021038044,"Asia",24925554,13.94,"13760513969",599.5480957
"Uzbekistan",2010,5209877785,"Asia",28614227,14.33,"49765676402",531.1976318
"Uzbekistan",2015,5753311800,"Asia",30949417,16.19,"86196265192",538.1037598
"Vietnam",1970,348806677,"Asia",41928849,23.92,"",90.64347076
"Vietnam",1980,539814300,"Asia",52968270,24.17,"",54.14982605
"Vietnam",1990,739364264,"Asia",66912613,24.27,"6471740806",77.12802887
"Vietnam",2000,1084930377,"Asia",79001142,23.98,"31172518403",214.1489563
"Vietnam",2010,2045911557,"Asia",87411012,24.83,"147199000000",540.2252197
"Vietnam",2015,2850924130,"Asia",92191398,25.23,"239257000000",832.2893066
"Yemen",1970,62929200,"Asia",6843607,26.38,"",0.0
"Yemen",1980,88715988,"Asia",9204938,26.86,"",27.98602104
"Yemen",1990,166655132,"Asia",13375121,26.64,"5647119229",47.05994034
"Yemen",2000,275721826,"Asia",18628700,27.44,"9652436180",60.13737488
"Yemen",2010,474047019,"Asia",24743946,27.3,"30906749533",99.73686218
"Yemen",2015,574503793,"Asia",28516545,28.13,"42444495590",52.37145233
"Zambia",1970,79358126,"Africa",4281671,21.63,"1825285714",0.0
"Zambia",1980,118410164,"Africa",5720438,21.34,"3829500000",39.01263428
"Zambia",1990,147702389,"Africa",7686401,22.22,"3285217391",32.94952774
"Zambia",2000,169542743,"Africa",9891136,21.56,"3600683040",29.19238663
"Zambia",2010,192949360,"Africa",13792086,22.27,"20265559484",38.17836761
"Zambia",2015,214878237,"Africa",16248230,21.2,"21251216799",50.61433792
"Zimbabwe",1970,205858226,"Africa",5202918,21.8,"1884206300",0.0
"Zimbabwe",1980,297900182,"Africa",7049926,21.13,"6678868200",41.46146011
"Zimbabwe",1990,422536707,"Africa",10113893,22.13,"8783816700",61.26522827
"Zimbabwe",2000,575718298,"Africa",11834676,21.15,"6689957600",58.22096634
"Zimbabwe",2010,672134841,"Africa",12839771,21.99,"12041655200",46.1291008
"Zimbabwe",2015,725729475,"Africa",14154937,20.71,"19963120600",54.65108109
